id,"ident","title","image","excerpt","description",is_featured,"starts_at","ends_at","publish_at","expires_at",sort,"created_at","updated_at"
147,"Sacred-Storm","Sacred Storm",NULL,"Sacred Storm: Without Reservation is an intense dramatization...","<p>Sacred Storm: Without Reservation is an intense dramatization of the reality that your life could shatter in a moment. And then what?</p>
<p>Admission is free, but seating is limited. For times and information, <a href=\"http://sacredstorm.org\">go here</a>.</p>",0,NULL,NULL,"2010-10-04 00:00:00","2010-11-01 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
148,"Pirates-&-Princesses","Pirates & Princesses",NULL,"A two-part event for kids on October 31st...","<strong>PART I: The Quest for Courage</strong><br />
Hey kids! During each of the Sacred Storm: Without Reservation productions, fpKids has something special in store for you. Come dressed as your favorite Pirate or Princess! Through fun games and activities, learn how God gives us the courage to do great things.
<p><strong>PART II: A Family Event</strong><br />
The whole family is invited to join us on Sunday, Oct. 31 at 6:30 pm for a great Halloween alternative, complete with a live production, black light show, and Trunk-or-Treat.</p>
<p>For more information, <a href=\"/pirates-and-princesses\">go here</a>.</p>",1,NULL,NULL,"2010-10-07 00:00:00","2010-11-01 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
149,"Time-Changes","Time Changes",NULL,"Beginning on November 6, two time changes...","Beginning on November 6, our current Saturday night services (5:30 and 7:00 pm) will combine into one Saturday night service at 6:00 pm. Also, don’t forget to set your clocks back one hour on Saturday night, November 6.",1,NULL,NULL,"2010-10-13 00:00:00","2010-11-08 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
150,"Band-&-Vocal-Auditions","Band & Vocal Auditions",NULL,"Do you play an instrument or sing? Want to rock out with fpWorship on the weekends?","<p>Do you play an instrument or sing? Want to rock out with fpWorship on the weekends? If you're in High School or older, join us for an orientation and info meeting Feb. 18th at the Pellissippi Campus in Room 222 at 6:30 pm.</p>",1,NULL,NULL,"2010-10-13 00:00:00","2014-02-19 00:00:00",10,"2015-07-07 12:02:40","2014-02-10 19:01:24"
151,"Parent-Connection","Parent Connection",NULL,"Take your parenting to the next level with these resources...","Take your parenting to the next level by checking out these resources.  <a href=\"http://blog.faithpromise.org/tag/parent-connection/\" target=\"_blank\">Click here</a>.",1,NULL,NULL,"2010-10-25 00:00:00","2011-06-01 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
153,"Groups","Groups",NULL,"Looking for a group? Here's your chance to plug in!","Looking for a group? Join us for the Tapped Out Alignment Group on Sun- days during either service. It?s a great chance to get the group experience. Also, new Faith Promise University classes begin March 3.",1,NULL,NULL,"2010-11-07 00:00:00","2013-02-25 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
154,"Volunteer-Opportunities","Volunteer Opportunities",NULL,"Ready to begin serving at Faith Promise...","Ready to begin serving at Faith Promise? We want to help you find your spot! You can find a list of our many volunteer opportunities at <a href=\"/serve\">faithpromise.org/serve</a>. If you are looking for a local outreach or global mission service opportunity, you can find a list of those at <a href=\"/missions\">faithpromise.org/missions</a>.",1,NULL,NULL,"2010-11-10 00:00:00","2011-12-10 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
155,"Whats-Next?","What's Next?",NULL,"Are you new to Christianity? Don't know where to start?","Are you looking for answers to your questions about Christianity but don’t know where to start? Try the Next Steps group beginning on February 13, at 10:20 am in Room 222. Discover the difference between a relationship with Jesus and religion.",1,NULL,NULL,"2010-11-10 00:00:00","2011-02-21 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
156,"Mens-Prayer-Breakfast","Men's Prayer Breakfast",NULL,"Join us for breakfast with Pastor Chris...","Are you a man of God or a man of the world?  Join us for breakfast with Pastor Chris and catch the vision of a life of adventure, significance, and purpose as we continue the journey to be all God intended.
<p>Saturday, December 4 from 8:30-10:00 am in Satellite-1.  <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=RAh8HmKsCqnqoKuPuid+Vg==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2010-11-15 00:00:00","2010-12-05 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
157,"Faith-Promise-App","Faith Promise App",NULL,"Our updated app is now available for Android, Apple, and Windows Phone devices!","Our updated app is now available for Android, Apple, and Windows Phone devices!

<p><a href=\"http://faithpromise.org/app\" target=\"_blank\">Get it here!</a></p>",1,NULL,NULL,"2014-12-09 00:00:00","2015-05-30 00:00:00",11,"2015-07-07 12:02:40","2015-05-02 22:57:54"
158,"Office-Closed","Office Closed",NULL,"The Church Office will be closed...","<p>The Church Office will be closed Thursday, July 4 and Friday, July 5. Regular business hours will resume on Monday, July 8.</p>",1,NULL,NULL,"2013-06-26 00:00:00","2013-07-08 00:00:00",18,"2015-07-07 12:02:40","2013-07-03 22:01:43"
159,"Be-in-our-Christmas-Production","Be in our Christmas Production",NULL,"Do you like to sing or act? We are currently seeking...","Do you like to sing or act? We are currently seeking choir members and extras for our upcoming live Christmas drama. If you are interested, please visit the Information Desk for details.",1,NULL,NULL,"2010-11-17 00:00:00","2010-11-29 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
160,"Christmas-for-Families","Christmas for Families",NULL,"Check out this great Christmas resource for parents...","Parents! Creating memories creates Christmas. “Keeping Christmas” is a free family devotional for this Christmas season. Download your copy <a href=\"http://fpchur.ch/91\" target=\"_blank\">here</a>.",1,NULL,NULL,"2010-12-02 00:00:00","2010-12-26 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
161,"Boomin-Birthday-Bash","Boomin' Birthday Bash",NULL,"The coolest kids Christmas party ever is happening...","The coolest kids Christmas party ever is happening during The Planet with the People. All kids birth through 5th grade are invited. We’re going to celebrate Jesus’ birth with drama, games, food, and a Boomin’ Birthday Bash like no other! Get your invite cards today during fpKids.",1,NULL,NULL,"2010-12-02 00:00:00","2010-12-19 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
163,"The-Planet-with-the-People","The Planet with the People",NULL,"Don’t miss our Christmas production, The Planet with the People...","Don’t miss our Christmas production, The Planet with the People, coming up December 18 & 19. Production times are Saturday, December 18, at 4:00 and 6:00 pm and Sunday, December 19, at 10:00 and 11:45 am.

<p>For our adjusted holiday schedule, <a href=\"http://faithpromise.org/holidays\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2010-12-02 00:00:00","2010-12-20 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
164,"Holiday-Schedule","Holiday Schedule",NULL,"Special worship service times during the holidays...","During the Christmas season, service times vary each weekend. For a listing of service times, <a href=\"http://faithpromise.org/times-and-directions\">go here</a>.",1,NULL,NULL,"2010-12-22 00:00:00","2012-01-02 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
165,"Year-End-Giving","Year-End Giving",NULL,"In order for your contributions to Faith Promise to be deductible...","Offerings and tithes must be postmarked, given online, texted, given at a kiosk, or dropped in an offering box by December 31, 2012 to be deductible on your 2012 tax return.

<p><a href=\"/give\" target=\"_blank\">Go here</a> for way to give and other financial questions.</p>",1,NULL,NULL,"2010-12-22 00:00:00","2013-01-01 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
166,"CD-Recording","CD Recording",NULL,"Join us on Wednesday, January 5, at 6:30 pm for 1st Wednesday...","Join us on Wednesday, January 5, at 6:30 pm for 1st Wednesday. During our monthly 1st Wednesday service, we celebrate with an extended time of worship, and share in the Lord’s Supper. You are also invited to the Pellissippi Campus for a live CD recording of the Top 10 Worship Songs of 2010 on Wednesday, January 19, at 6:30 pm.",1,NULL,NULL,"2010-12-22 00:00:00","2011-01-06 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
167,"Night-of-Worship","Night of Worship",NULL,"Join us for a night of worship & CD recording at our Pellissippi Campus...","<p>Prepare for an amazing night of worship on Sunday, February 15, at 6:00 pm at our Pellissippi Campus as we record our annual worship CD.</p>
<p>Childcare is provided. Doors open at 5:30 pm.</p>
<p>Can't join us in person? The recording will be broadcast online via our <a href=\"/icampus\">Internet Campus</a>.</p>",1,NULL,NULL,"2014-02-05 00:00:00","2015-02-16 00:00:00",2,"2015-07-07 12:02:40","2015-02-11 20:43:03"
168,"New-Series-Losing-the-Leaf","New Series: Losing the Leaf",NULL,"September 10-11, we begin our Fall alignment series, Losing the Leaf...","Septemeber 10-11, we begin our Fall alignment series, Losing the Leaf. Our weekend messages and community groups will be studying the topic of intimacy. This is a great time to get in a group if you aren’t in one already. Sign up for grouplink to find a group.",1,NULL,NULL,"2011-01-04 00:00:00","2011-08-29 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
170,"I-Run-to-You-Drama","I Run to You Drama",NULL,"You are invited to dinner and a drama on Monday, Jan 31, at the Pellissippi Campus...","You are invited to dinner and a drama on Monday, January 31, at 6:15 pm at the Pellissippi Campus. The drama, “I Run to You, ” is a powerful, real-life story of one person’s struggle for freedom and hope. Childcare is provided for this event.",1,NULL,NULL,"2011-01-06 00:00:00","2011-02-01 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
171,"Marriage-&-Parenting-Summit","Marriage & Parenting Summit",NULL,"It’s tough to be a family. Get the tools you need...","<p>It’s tough to be a family. Get the tools you need to strengthen your marriage. Find out how to survive parenting a toddler, teenager, and everything in between.</p>
 
<p>Get advice on finances, communication and setting guardrails. All this and more at the Marriage & Parenting Summit, Friday, October 4 from 6:15-8:45 pm and Saturday, October 5 from 9:00 am-12:00 pm at the Pellissippi Campus. The cost is $20 for couples and $15 for singles.  Childcare is provided.</p>

<p><a href=\"http://blog.faithpromise.org/wp-content/uploads/2013/09/master-schedule.pdf\" target=\"_blank\">Schedule</a><br /><a href=\"http://blog.faithpromise.org/wp-content/uploads/2013/09/2013sessiondescriptions.pdf\" target=\"_blank\">Breakout Topics</a><br>
<a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=zGuNTAsT5jfZx8kfzJvgjw==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a></p>",1,NULL,NULL,"2013-09-09 00:00:00","2013-10-04 00:00:00",1,"2015-07-07 12:02:40","2013-10-03 22:20:40"
172,"Special-First-Wednesday","Special First Wednesday",NULL,"Robert Morris joins us on February 2nd for a special First Wednesday...","Join us for a special 1st Wednesday service on February 2, at 6:30 pm, as Robert Morris, Founding and Senior Pastor of Gateway Church in Southlake, Texas, brings us an inspiring message. He is featured on the weekly television program, The Blessed Life, and is the bestselling author of nine books. We’ll also worship as we welcome new members.
<p>Can’t be here? Check out our live stream at <a href=\"http://faithpromise.org/icampus\">faithpromise.org/icampus</a>.</p>",1,NULL,NULL,"2011-01-25 00:00:00","2011-02-03 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
173,"Christine-Caine","Christine Caine",NULL,"Christine Caine, founder of the A21 Campaign, will join us...","Every 30 seconds another person becomes a victim of human trafficking. That is an overwhelming number. To help equip people to take personal action and make a difference, Christine Caine, the founder of the A21 Campaign, an agency that fights against human trafficking, will be speaking at the Faith Promise Church the weekend of February 19 & 20 in all weekend services.  This is a weekend you won't want to miss!

",1,NULL,NULL,"2011-01-26 00:00:00","2011-02-21 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
174,"Actor-Auditions","Actor Auditions",NULL,"Actor auditions will be held on Saturday, February 19...","Actor auditions will be held on Saturday, February 19, from 9:00 am to noon in the Worship Center at the Pellissippi Campus. Sign up at the Information Desk. Auditions are for actors interested in large dramas, weekend dramas, and videos.",1,NULL,NULL,"2011-02-07 00:00:00","2011-02-20 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
176,"Take-Action","Take Action",NULL,"Nearly a billion people don’t have access to clean drinking water...","Nearly a billion people don’t have access to clean drinking water, causing 80% of disease and sickness worldwide. <a href=\"/action\">You can help</a>.",1,NULL,NULL,"2011-02-12 00:00:00","2011-03-08 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
177,"Scrappin-on-the-Lake","Scrappin' on the Lake",NULL,"If you love scrapbooking or want to start, join us...","The scrapbooking small group will be hosting an overnight scrapbooking party Friday August 26th at 9:00am to Saturday August 27th at midnight at a house on the lake. The cost is $15 per person which covers Friday dinner and Saturday breakfast, lunch and dinner. Participants must be women 16 years or older. There are only 15 spots so <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=GsH5uyiAy9eLhSVtDAg/sw==&amp;cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">register now</a>. 
